time;open;high;low;close;plot;EMA200;EMA100
2022-01-03T03:30:00+01:00;75,257;75,361;75,234;75,309;75,48522222;75,84325412;75,72643955
2022-01-03T03:30:00+01:00;75,257;75,361;75,234;75,309;75,48522222;75,84325412;75,72643955
2022-01-03T03:45:00+01:00;75,311;75,358;75,216;75,258;75,42588889;75,83743069;75,71716352
2022-01-03T03:45:00+01:00;75,311;75,358;75,216;75,258;75,42588889;75,83743069;75,71716352
2022-01-03T03:45:00+01:00;75,311;75,358;75,216;75,258;75,42588889;75,83743069;75,71716352
2022-01-03T03:45:00+01:00;75,311;75,358;75,216;75,258;75,42588889;75,83743069;75,71716352
2022-01-03T04:00:00+01:00;75,256;75,385;75,253;75,318;75,38655556;75,83226223;75,70925929
2022-01-03T04:00:00+01:00;75,256;75,385;75,253;75,318;75,38655556;75,83226223;75,70925929
2022-01-03T04:00:00+01:00;75,256;75,385;75,253;75,318;75,38655556;75,83226223;75,70925929
2022-01-03T04:00:00+01:00;75,256;75,385;75,253;75,318;75,38655556;75,83226223;75,70925929
2022-01-03T04:15:00+01:00;75,317;75,495;75,269;75,494;75,37811111;75,82889643;75,70499673
2022-01-03T04:15:00+01:00;75,317;75,495;75,269;75,494;75,37811111;75,82889643;75,70499673
2022-01-03T04:15:00+01:00;75,317;75,495;75,269;75,494;75,37811111;75,82889643;75,70499673
2022-01-03T04:15:00+01:00;75,317;75,495;75,269;75,494;75,37811111;75,82889643;75,70499673
2022-01-03T04:30:00+01:00;75,495;75,569;75,438;75,545;75,36055556;75,82607159;75,70182848
2022-01-03T04:30:00+01:00;75,495;75,569;75,438;75,545;75,36055556;75,82607159;75,70182848
2022-01-03T04:30:00+01:00;75,495;75,569;75,438;75,545;75,36055556;75,82607159;75,70182848
2022-01-03T04:30:00+01:00;75,495;75,569;75,438;75,545;75,36055556;75,82607159;75,70182848
2022-01-03T04:45:00+01:00;75,544;75,642;75,538;75,577;75,38311111;75,82359327;75,69935662
2022-01-03T04:45:00+01:00;75,544;75,642;75,538;75,577;75,38311111;75,82359327;75,69935662
2022-01-03T04:45:00+01:00;75,544;75,642;75,538;75,577;75,38311111;75,82359327;75,69935662
2022-01-03T04:45:00+01:00;75,544;75,642;75,538;75,577;75,38311111;75,82359327;75,69935662
2022-01-03T05:00:00+01:00;75,579;75,608;75,517;75,558;75,4;75,82095055;75,69655748
2022-01-03T05:00:00+01:00;75,579;75,608;75,517;75,558;75,4;75,82095055;75,69655748
2022-01-03T05:00:00+01:00;75,579;75,608;75,517;75,558;75,4;75,82095055;75,69655748
2022-01-03T05:00:00+01:00;75,579;75,608;75,517;75,558;75,4;75,82095055;75,69655748
2022-01-03T05:15:00+01:00;75,556;75,613;75,54;75,584;75,43322222;75,81859283;75,69432862
2022-01-03T05:15:00+01:00;75,556;75,613;75,54;75,584;75,43322222;75,81859283;75,69432862
2022-01-03T05:15:00+01:00;75,556;75,613;75,54;75,584;75,43322222;75,81859283;75,69432862
2022-01-03T05:15:00+01:00;75,556;75,613;75,54;75,584;75,43322222;75,81859283;75,69432862
2022-01-03T05:30:00+01:00;75,581;75,619;75,542;75,587;75,47;75,81628843;75,6922033
2022-01-03T05:30:00+01:00;75,581;75,619;75,542;75,587;75,47;75,81628843;75,6922033
2022-01-03T05:30:00+01:00;75,581;75,619;75,542;75,587;75,47;75,81628843;75,6922033
2022-01-03T05:30:00+01:00;75,581;75,619;75,542;75,587;75,47;75,81628843;75,6922033
2022-01-03T05:45:00+01:00;75,58;75,58;75,494;75,536;75,49522222;75,81349949;75,68911017
2022-01-03T05:45:00+01:00;75,58;75,58;75,494;75,536;75,49522222;75,81349949;75,68911017
2022-01-03T05:45:00+01:00;75,58;75,58;75,494;75,536;75,49522222;75,81349949;75,68911017
2022-01-03T05:45:00+01:00;75,58;75,58;75,494;75,536;75,49522222;75,81349949;75,68911017
2022-01-03T06:00:00+01:00;75,538;75,562;75,518;75,544;75,527;75,8108179;75,6862367
2022-01-03T06:00:00+01:00;75,538;75,562;75,518;75,544;75,527;75,8108179;75,6862367
2022-01-03T06:00:00+01:00;75,538;75,562;75,518;75,544;75,527;75,8108179;75,6862367
2022-01-03T06:00:00+01:00;75,538;75,562;75,518;75,544;75,527;75,8108179;75,6862367
2022-01-03T06:15:00+01:00;75,542;75,579;75,51;75,553;75,55311111;75,80825255;75,68359835
2022-01-03T06:15:00+01:00;75,542;75,579;75,51;75,553;75,55311111;75,80825255;75,68359835
2022-01-03T06:15:00+01:00;75,542;75,579;75,51;75,553;75,55311111;75,80825255;75,68359835
2022-01-03T06:15:00+01:00;75,542;75,579;75,51;75,553;75,55311111;75,80825255;75,68359835
2022-01-03T06:30:00+01:00;75,551;75,702;75,524;75,679;75,57366667;75,80696645;75,68350729
2022-01-03T06:30:00+01:00;75,551;75,702;75,524;75,679;75,57366667;75,80696645;75,68350729
2022-01-03T06:30:00+01:00;75,551;75,702;75,524;75,679;75,57366667;75,80696645;75,68350729
2022-01-03T06:30:00+01:00;75,551;75,702;75,524;75,679;75,57366667;75,80696645;75,68350729
2022-01-03T06:45:00+01:00;75,688;75,696;75,617;75,617;75,58166667;75,80507624;75,68219032
2022-01-03T06:45:00+01:00;75,688;75,696;75,617;75,617;75,58166667;75,80507624;75,68219032
2022-01-03T06:45:00+01:00;75,688;75,696;75,617;75,617;75,58166667;75,80507624;75,68219032
2022-01-03T06:45:00+01:00;75,688;75,696;75,617;75,617;75,58166667;75,80507624;75,68219032
2022-01-03T07:00:00+01:00;75,619;75,685;75,569;75,569;75,58077778;75,80272722;75,67994892
2022-01-03T07:00:00+01:00;75,619;75,685;75,569;75,569;75,58077778;75,80272722;75,67994892
2022-01-03T07:00:00+01:00;75,619;75,685;75,569;75,569;75,58077778;75,80272722;75,67994892
2022-01-03T07:00:00+01:00;75,619;75,685;75,569;75,569;75,58077778;75,80272722;75,67994892
2022-01-03T07:15:00+01:00;75,568;75,685;75,525;75,67;75,59322222;75,80140655;75,67975192
2022-01-03T07:15:00+01:00;75,568;75,685;75,525;75,67;75,59322222;75,80140655;75,67975192
2022-01-03T07:15:00+01:00;75,568;75,685;75,525;75,67;75,59322222;75,80140655;75,67975192
2022-01-03T07:15:00+01:00;75,568;75,685;75,525;75,67;75,59322222;75,80140655;75,67975192
2022-01-03T07:30:00+01:00;75,666;75,708;75,513;75,538;75,58811111;75,79878559;75,67694495
2022-01-03T07:30:00+01:00;75,666;75,708;75,513;75,538;75,58811111;75,79878559;75,67694495
2022-01-03T07:30:00+01:00;75,666;75,708;75,513;75,538;75,58811111;75,79878559;75,67694495
2022-01-03T07:30:00+01:00;75,666;75,708;75,513;75,538;75,58811111;75,79878559;75,67694495
2022-01-03T07:45:00+01:00;75,536;75,646;75,514;75,605;75,59011111;75,79685738;75,67552029
2022-01-03T07:45:00+01:00;75,536;75,646;75,514;75,605;75,59011111;75,79685738;75,67552029
2022-01-03T07:45:00+01:00;75,536;75,646;75,514;75,605;75,59011111;75,79685738;75,67552029
2022-01-03T07:45:00+01:00;75,536;75,646;75,514;75,605;75,59011111;75,79685738;75,67552029
2022-01-03T08:00:00+01:00;75,61;75,618;75,437;75,58;75,595;75,79469959;75,6736288
2022-01-03T08:00:00+01:00;75,61;75,618;75,437;75,58;75,595;75,79469959;75,6736288
2022-01-03T08:00:00+01:00;75,61;75,618;75,437;75,58;75,595;75,79469959;75,6736288
2022-01-03T08:00:00+01:00;75,61;75,618;75,437;75,58;75,595;75,79469959;75,6736288
2022-01-03T08:15:00+01:00;75,578;75,686;75,568;75,681;75,61022222;75,79356825;75,67377477
2022-01-03T08:15:00+01:00;75,578;75,686;75,568;75,681;75,61022222;75,79356825;75,67377477
2022-01-03T08:15:00+01:00;75,578;75,686;75,568;75,681;75,61022222;75,79356825;75,67377477
2022-01-03T08:15:00+01:00;75,578;75,686;75,568;75,681;75,61022222;75,79356825;75,67377477
2022-01-03T08:30:00+01:00;75,679;75,697;75,535;75,55;75,60988889;75,79114469;75,67132378
2022-01-03T08:30:00+01:00;75,679;75,697;75,535;75,55;75,60988889;75,79114469;75,67132378
2022-01-03T08:30:00+01:00;75,679;75,697;75,535;75,55;75,60988889;75,79114469;75,67132378
2022-01-03T08:30:00+01:00;75,679;75,697;75,535;75,55;75,60988889;75,79114469;75,67132378
2022-01-03T08:45:00+01:00;75,553;75,78;75,539;75,762;75,61911111;75,79085469;75,67311935
2022-01-03T08:45:00+01:00;75,553;75,78;75,539;75,762;75,61911111;75,79085469;75,67311935
2022-01-03T08:45:00+01:00;75,553;75,78;75,539;75,762;75,61911111;75,79085469;75,67311935
2022-01-03T08:45:00+01:00;75,553;75,78;75,539;75,762;75,61911111;75,79085469;75,67311935
2022-01-03T09:00:00+01:00;75,76;76,013;75,713;75,923;75,65311111;75,79216957;75,67806748
2022-01-03T09:00:00+01:00;75,76;76,013;75,713;75,923;75,65311111;75,79216957;75,67806748
2022-01-03T09:00:00+01:00;75,76;76,013;75,713;75,923;75,65311111;75,79216957;75,67806748
2022-01-03T09:00:00+01:00;75,76;76,013;75,713;75,923;75,65311111;75,79216957;75,67806748
2022-01-03T09:15:00+01:00;75,923;76,069;75,782;75,854;75,68477778;75,7927848;75,6815513
2022-01-03T09:15:00+01:00;75,923;76,069;75,782;75,854;75,68477778;75,7927848;75,6815513
2022-01-03T09:15:00+01:00;75,923;76,069;75,782;75,854;75,68477778;75,7927848;75,6815513
2022-01-03T09:15:00+01:00;75,923;76,069;75,782;75,854;75,68477778;75,7927848;75,6815513
2022-01-03T09:30:00+01:00;75,847;76,058;75,798;76,013;75,72288889;75,794976;75,68811464
2022-01-03T09:30:00+01:00;75,847;76,058;75,798;76,013;75,72288889;75,794976;75,68811464
2022-01-03T09:30:00+01:00;75,847;76,058;75,798;76,013;75,72288889;75,794976;75,68811464
2022-01-03T09:30:00+01:00;75,847;76,058;75,798;76,013;75,72288889;75,794976;75,68811464
2022-01-03T09:45:00+01:00;76,011;76,052;75,88;75,959;75,76966667;75,79660808;75,6934787
2022-01-03T09:45:00+01:00;76,011;76,052;75,88;75,959;75,76966667;75,79660808;75,6934787
2022-01-03T09:45:00+01:00;76,011;76,052;75,88;75,959;75,76966667;75,79660808;75,6934787
2022-01-03T09:45:00+01:00;76,011;76,052;75,88;75,959;75,76966667;75,79660808;75,6934787
2022-01-03T10:00:00+01:00;75,95;76,051;75,848;75,944;75,80733333;75,79807466;75,69843952
2022-01-03T10:00:00+01:00;75,95;76,051;75,848;75,944;75,80733333;75,79807466;75,69843952
2022-01-03T10:00:00+01:00;75,95;76,051;75,848;75,944;75,80733333;75,79807466;75,69843952
2022-01-03T10:00:00+01:00;75,95;76,051;75,848;75,944;75,80733333;75,79807466;75,69843952
2022-01-03T10:15:00+01:00;75,943;75,961;75,839;75,872;75,83977778;75,79881024;75,70187636
2022-01-03T10:15:00+01:00;75,943;75,961;75,839;75,872;75,83977778;75,79881024;75,70187636
2022-01-03T10:15:00+01:00;75,943;75,961;75,839;75,872;75,83977778;75,79881024;75,70187636
2022-01-03T10:15:00+01:00;75,943;75,961;75,839;75,872;75,83977778;75,79881024;75,70187636
2022-01-03T10:30:00+01:00;75,871;75,964;75,78;75,922;75,86655556;75,80003601;75,70623525
2022-01-03T10:30:00+01:00;75,871;75,964;75,78;75,922;75,86655556;75,80003601;75,70623525
2022-01-03T10:30:00+01:00;75,871;75,964;75,78;75,922;75,86655556;75,80003601;75,70623525
2022-01-03T10:30:00+01:00;75,871;75,964;75,78;75,922;75,86655556;75,80003601;75,70623525
2022-01-03T10:45:00+01:00;75,921;76,135;75,921;76,008;75,91744444;75,8021053;75,71221079
2022-01-03T10:45:00+01:00;75,921;76,135;75,921;76,008;75,91744444;75,8021053;75,71221079
2022-01-03T10:45:00+01:00;75,921;76,135;75,921;76,008;75,91744444;75,8021053;75,71221079
2022-01-03T10:45:00+01:00;75,921;76,135;75,921;76,008;75,91744444;75,8021053;75,71221079
2022-01-03T11:00:00+01:00;76,006;76,012;75,779;75,827;75,92466667;75,80235301;75,71448384
2022-01-03T11:00:00+01:00;76,006;76,012;75,779;75,827;75,92466667;75,80235301;75,71448384
2022-01-03T11:00:00+01:00;76,006;76,012;75,779;75,827;75,92466667;75,80235301;75,71448384
2022-01-03T11:00:00+01:00;76,006;76,012;75,779;75,827;75,92466667;75,80235301;75,71448384
2022-01-03T11:15:00+01:00;75,828;76,09;75,827;76,083;75,94244444;75,80514552;75,72178119
2022-01-03T11:15:00+01:00;75,828;76,09;75,827;76,083;75,94244444;75,80514552;75,72178119
2022-01-03T11:15:00+01:00;75,828;76,09;75,827;76,083;75,94244444;75,80514552;75,72178119
2022-01-03T11:15:00+01:00;75,828;76,09;75,827;76,083;75,94244444;75,80514552;75,72178119
2022-01-03T11:30:00+01:00;76,087;76,09;76,002;76,071;75,96655556;75,80779083;75,72869641
2022-01-03T11:30:00+01:00;76,087;76,09;76,002;76,071;75,96655556;75,80779083;75,72869641
2022-01-03T11:30:00+01:00;76,087;76,09;76,002;76,071;75,96655556;75,80779083;75,72869641
2022-01-03T11:30:00+01:00;76,087;76,09;76,002;76,071;75,96655556;75,80779083;75,72869641
2022-01-03T11:45:00+01:00;76,077;76,077;75,866;75,992;75,96422222;75,80962376;75,73391035
2022-01-03T11:45:00+01:00;76,077;76,077;75,866;75,992;75,96422222;75,80962376;75,73391035
2022-01-03T11:45:00+01:00;76,077;76,077;75,866;75,992;75,96422222;75,80962376;75,73391035
2022-01-03T11:45:00+01:00;76,077;76,077;75,866;75,992;75,96422222;75,80962376;75,73391035
2022-01-03T12:00:00+01:00;76,003;76,067;75,679;75,685;75,93377778;75,80838372;75,73294182
2022-01-03T12:00:00+01:00;76,003;76,067;75,679;75,685;75,93377778;75,80838372;75,73294182
2022-01-03T12:00:00+01:00;76,003;76,067;75,679;75,685;75,93377778;75,80838372;75,73294182
2022-01-03T12:00:00+01:00;76,003;76,067;75,679;75,685;75,93377778;75,80838372;75,73294182
2022-01-03T12:15:00+01:00;75,685;75,846;75,658;75,759;75,91322222;75,80789234;75,73345783
2022-01-03T12:15:00+01:00;75,685;75,846;75,658;75,759;75,91322222;75,80789234;75,73345783
2022-01-03T12:15:00+01:00;75,685;75,846;75,658;75,759;75,91322222;75,80789234;75,73345783
2022-01-03T12:15:00+01:00;75,685;75,846;75,658;75,759;75,91322222;75,80789234;75,73345783
2022-01-03T12:30:00+01:00;75,762;75,797;75,624;75,767;75,90155556;75,80748545;75,73412203
2022-01-03T12:30:00+01:00;75,762;75,797;75,624;75,767;75,90155556;75,80748545;75,73412203
2022-01-03T12:30:00+01:00;75,762;75,797;75,624;75,767;75,90155556;75,80748545;75,73412203
2022-01-03T12:30:00+01:00;75,762;75,797;75,624;75,767;75,90155556;75,80748545;75,73412203
2022-01-03T12:45:00+01:00;75,768;75,791;75,515;75,591;75,86477778;75,80533137;75,73128793
2022-01-03T12:45:00+01:00;75,768;75,791;75,515;75,591;75,86477778;75,80533137;75,73128793
2022-01-03T12:45:00+01:00;75,768;75,791;75,515;75,591;75,86477778;75,80533137;75,73128793
2022-01-03T12:45:00+01:00;75,768;75,791;75,515;75,591;75,86477778;75,80533137;75,73128793
2022-01-03T13:00:00+01:00;75,59;75,656;75,461;75,49;75,80722222;75,80219374;75,72650995
2022-01-03T13:00:00+01:00;75,59;75,656;75,461;75,49;75,80722222;75,80219374;75,72650995
2022-01-03T13:00:00+01:00;75,59;75,656;75,461;75,49;75,80722222;75,80219374;75,72650995
2022-01-03T13:00:00+01:00;75,59;75,656;75,461;75,49;75,80722222;75,80219374;75,72650995
2022-01-03T13:15:00+01:00;75,489;75,583;75,219;75,245;75,74255556;75,79664953;75,7169751
2022-01-03T13:15:00+01:00;75,489;75,583;75,219;75,245;75,74255556;75,79664953;75,7169751
2022-01-03T13:15:00+01:00;75,489;75,583;75,219;75,245;75,74255556;75,79664953;75,7169751
2022-01-03T13:15:00+01:00;75,489;75,583;75,219;75,245;75,74255556;75,79664953;75,7169751
2022-01-03T13:30:00+01:00;75,248;75,368;75,214;75,286;75,654;75,79156844;75,70844094
2022-01-03T13:30:00+01:00;75,248;75,368;75,214;75,286;75,654;75,79156844;75,70844094
2022-01-03T13:30:00+01:00;75,248;75,368;75,214;75,286;75,654;75,79156844;75,70844094
2022-01-03T13:30:00+01:00;75,248;75,368;75,214;75,286;75,654;75,79156844;75,70844094
2022-01-03T13:45:00+01:00;75,283;75,379;75,199;75,201;75,55733333;75,78569214;75,6983926
2022-01-03T13:45:00+01:00;75,283;75,379;75,199;75,201;75,55733333;75,78569214;75,6983926
2022-01-03T13:45:00+01:00;75,283;75,379;75,199;75,201;75,55733333;75,78569214;75,6983926
2022-01-03T13:45:00+01:00;75,283;75,379;75,199;75,201;75,55733333;75,78569214;75,6983926
2022-01-03T14:00:00+01:00;75,205;75,261;74,541;74,631;75,40611111;75,77420266;75,67725612
2022-01-03T14:00:00+01:00;75,205;75,261;74,541;74,631;75,40611111;75,77420266;75,67725612
2022-01-03T14:00:00+01:00;75,205;75,261;74,541;74,631;75,40611111;75,77420266;75,67725612
2022-01-03T14:00:00+01:00;75,205;75,261;74,541;74,631;75,40611111;75,77420266;75,67725612
2022-01-03T14:15:00+01:00;74,63;74,798;74,365;74,645;75,29055556;75,76296681;75,6568154
2022-01-03T14:15:00+01:00;74,63;74,798;74,365;74,645;75,29055556;75,76296681;75,6568154
2022-01-03T14:15:00+01:00;74,63;74,798;74,365;74,645;75,29055556;75,76296681;75,6568154
2022-01-03T14:15:00+01:00;74,63;74,798;74,365;74,645;75,29055556;75,76296681;75,6568154
2022-01-03T14:30:00+01:00;74,644;74,774;74,497;74,539;75,155;75,75078804;75,63468044
2022-01-03T14:30:00+01:00;74,644;74,774;74,497;74,539;75,155;75,75078804;75,63468044
2022-01-03T14:30:00+01:00;74,644;74,774;74,497;74,539;75,155;75,75078804;75,63468044
2022-01-03T14:30:00+01:00;74,644;74,774;74,497;74,539;75,155;75,75078804;75,63468044
2022-01-03T14:45:00+01:00;74,538;74,562;74,34;74,513;75,01566667;75,73847174;75,61246895
2022-01-03T14:45:00+01:00;74,538;74,562;74,34;74,513;75,01566667;75,73847174;75,61246895
2022-01-03T14:45:00+01:00;74,538;74,562;74,34;74,513;75,01566667;75,73847174;75,61246895
2022-01-03T14:45:00+01:00;74,538;74,562;74,34;74,513;75,01566667;75,73847174;75,61246895
2022-01-03T15:00:00+01:00;74,491;74,647;74,167;74,234;74,86488889;75,72350187;75,58517253
2022-01-03T15:00:00+01:00;74,491;74,647;74,167;74,234;74,86488889;75,72350187;75,58517253
2022-01-03T15:00:00+01:00;74,491;74,647;74,167;74,234;74,86488889;75,72350187;75,58517253
2022-01-03T15:00:00+01:00;74,491;74,647;74,167;74,234;74,86488889;75,72350187;75,58517253
2022-01-03T15:15:00+01:00;74,293;74,655;74,097;74,647;74,77122222;75,71279041;75,56659486
2022-01-03T15:15:00+01:00;74,293;74,655;74,097;74,647;74,77122222;75,71279041;75,56659486
2022-01-03T15:15:00+01:00;74,293;74,655;74,097;74,647;74,77122222;75,71279041;75,56659486
2022-01-03T15:15:00+01:00;74,293;74,655;74,097;74,647;74,77122222;75,71279041;75,56659486
2022-01-03T15:30:00+01:00;74,654;75,313;74,569;75,279;74,775;75,70847409;75,56089991
2022-01-03T15:30:00+01:00;74,654;75,313;74,569;75,279;74,775;75,70847409;75,56089991
2022-01-03T15:30:00+01:00;74,654;75,313;74,569;75,279;74,775;75,70847409;75,56089991
2022-01-03T15:30:00+01:00;74,654;75,313;74,569;75,279;74,775;75,70847409;75,56089991
2022-01-03T15:45:00+01:00;75,282;75,287;74,719;75,128;74,75744444;75,70269823;75,55232764
2022-01-03T15:45:00+01:00;75,282;75,287;74,719;75,128;74,75744444;75,70269823;75,55232764
2022-01-03T15:45:00+01:00;75,282;75,287;74,719;75,128;74,75744444;75,70269823;75,55232764
2022-01-03T15:45:00+01:00;75,282;75,287;74,719;75,128;74,75744444;75,70269823;75,55232764
2022-01-03T16:00:00+01:00;75,119;75,265;74,873;75,158;74,75266667;75,69727834;75,54451917
2022-01-03T16:00:00+01:00;75,119;75,265;74,873;75,158;74,75266667;75,69727834;75,54451917
2022-01-03T16:00:00+01:00;75,119;75,265;74,873;75,158;74,75266667;75,69727834;75,54451917
2022-01-03T16:00:00+01:00;75,119;75,265;74,873;75,158;74,75266667;75,69727834;75,54451917
2022-01-03T16:15:00+01:00;75,164;75,48;75,035;75,414;74,83966667;75,69445965;75,54193463
2022-01-03T16:15:00+01:00;75,164;75,48;75,035;75,414;74,83966667;75,69445965;75,54193463
2022-01-03T16:15:00+01:00;75,164;75,48;75,035;75,414;74,83966667;75,69445965;75,54193463
2022-01-03T16:15:00+01:00;75,164;75,48;75,035;75,414;74,83966667;75,69445965;75,54193463
2022-01-03T16:30:00+01:00;75,422;75,561;75,323;75,506;74,93533333;75,69258443;75,54122305
2022-01-03T16:30:00+01:00;75,422;75,561;75,323;75,506;74,93533333;75,69258443;75,54122305
2022-01-03T16:30:00+01:00;75,422;75,561;75,323;75,506;74,93533333;75,69258443;75,54122305
2022-01-03T16:30:00+01:00;75,422;75,561;75,323;75,506;74,93533333;75,69258443;75,54122305
2022-01-03T16:45:00+01:00;75,505;75,637;75,322;75,492;75,04122222;75,69058857;75,54024834
2022-01-03T16:45:00+01:00;75,505;75,637;75,322;75,492;75,04122222;75,69058857;75,54024834
2022-01-03T16:45:00+01:00;75,505;75,637;75,322;75,492;75,04122222;75,69058857;75,54024834
2022-01-03T16:45:00+01:00;75,505;75,637;75,322;75,492;75,04122222;75,69058857;75,54024834
2022-01-03T17:00:00+01:00;75,493;75,765;75,306;75,764;75,18022222;75,69131903;75,54467907
2022-01-03T17:00:00+01:00;75,493;75,765;75,306;75,764;75,18022222;75,69131903;75,54467907
